15428.0,21.0,64026.0,60232.0,
15428.0,22.0,64026.0,60232.0,
15428.0,22.0,64026.0,60232.0,
15428.0,21.0,64026.0,60232.0,
15428.0,21.0,64026.0,60232.0,
15428.0,21.0,64025.0,60233.0,
15428.0,21.0,64025.0,60232.0,
15428.0,22.0,64025.0,60232.0,
15428.0,22.0,64026.0,60232.0,
15428.0,21.0,64026.0,60233.0,
15428.0,21.0,64026.0,60233.0,
15428.0,21.0,64026.0,60233.0,
15428.0,21.0,64026.0,60233.0,
15428.0,21.0,64026.0,60233.0,
15428.0,21.0,64026.0,60233.0,
15428.0,21.0,64026.0,60233.0,
15428.0,21.0,64026.0,60233.0,
15428.0,21.0,64026.0,60233.0,
15428.0,21.0,64026.0,60233.0,
